candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
mutopia:ftp/CarcassiM/O60/carcassi-op60-16/carcassi-op60-16#movement01,mutopia,Mateo Carcassi,Etude 16,,,6,dummy-v0,0.291,0.259,0.313,0.082,0.056,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-17/carcassi-op60-17#movement01,mutopia,Mateo Carcassi,Etude 17,,,3,dummy-v0,0.734,0.189,0.061,0.011,0.005,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-18/carcassi-op60-18#movement01,mutopia,Mateo Carcassi,Etude 18,,,5,dummy-v0,0.013,0.597,0.224,0.103,0.064,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-19/carcassi-op60-19#movement01,mutopia,Mateo Carcassi,Etude 19,,,3,dummy-v0,0.386,0.129,0.273,0.143,0.070,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-20/carcassi-op60-20#movement01,mutopia,Mateo Carcassi,Etude 20,,,3,dummy-v0,0.367,0.303,0.176,0.105,0.048,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-21/carcassi-op60-21#movement01,mutopia,Mateo Carcassi,Etude 21,,,7,dummy-v0,0.000,0.157,0.025,0.816,0.002,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-22/carcassi-op60-22#movement01,mutopia,Mateo Carcassi,Etude 22,,,3,dummy-v0,0.979,0.019,0.002,0.000,0.000,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-23/carcassi-op60-23#movement01,mutopia,Mateo Carcassi,Etude 23,,,8,dummy-v0,0.075,0.051,0.188,0.308,0.378,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-24/carcassi-op60-24#movement01,mutopia,Mateo Carcassi,Etude 24,,,5,dummy-v0,0.009,0.387,0.203,0.319,0.081,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-25/carcassi-op60-25#movement01,mutopia,Mateo Carcassi,Etude 25,,,6,dummy-v0,0.125,0.199,0.376,0.180,0.120,0.000
mutopia:ftp/FaureG/O78/faure-sicilienne-guitare-doigtee/faure-sicilienne-guitare-doigtee#movement01,mutopia,Gabriel Fauré,Sicilienne (Op 78),,,5,dummy-v0,0.042,0.599,0.178,0.112,0.070,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No1/GiulianiOp100No1#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.991,0.008,0.001,0.000,0.000,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No10/GiulianiOp100No10#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.252,0.542,0.134,0.063,0.009,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No11/GiulianiOp100No11#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.810,0.070,0.081,0.026,0.012,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No12/GiulianiOp100No12#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.584,0.164,0.170,0.056,0.026,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No13/GiulianiOp100No13#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,6,dummy-v0,0.014,0.309,0.423,0.203,0.051,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No14/GiulianiOp100No14#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.373,0.288,0.212,0.096,0.032,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No15/GiulianiOp100No15#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,7,dummy-v0,0.005,0.148,0.267,0.548,0.032,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No16/GiulianiOp100No16#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.062,0.455,0.322,0.149,0.011,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No17/GiulianiOp100No17#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,6,dummy-v0,0.000,0.000,0.985,0.015,0.000,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No18/GiulianiOp100No18#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.324,0.657,0.016,0.002,0.001,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No19/GiulianiOp100No19#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.344,0.277,0.224,0.071,0.084,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No2/GiulianiOp100No2#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.239,0.458,0.175,0.081,0.048,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No20/GiulianiOp100No20#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.128,0.771,0.054,0.023,0.024,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No21/GiulianiOp100No21#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.017,0.551,0.294,0.082,0.056,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No22/GiulianiOp100No22#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.775,0.131,0.062,0.019,0.012,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No23/GiulianiOp100No23#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.417,0.241,0.180,0.110,0.052,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No24/GiulianiOp100No24#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.056,0.670,0.187,0.062,0.025,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No3/GiulianiOp100No3#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.758,0.111,0.085,0.026,0.020,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No4/GiulianiOp100No4#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.682,0.149,0.092,0.052,0.024,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No5/GiulianiOp100No5#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.470,0.248,0.166,0.062,0.054,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No6/GiulianiOp100No6#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,3,dummy-v0,0.384,0.361,0.167,0.060,0.027,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No7/GiulianiOp100No7#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.267,0.403,0.228,0.083,0.019,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No8/GiulianiOp100No8#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,3,dummy-advisor-v0,3,dummy-v0,0.559,0.183,0.165,0.071,0.023,0.000
mutopia:ftp/GiulianiM/O100/GiulianiOp100No9/GiulianiOp100No9#movement01,mutopia,Mauro Giuliani,24 Studies for the Guitar,,,5,dummy-v0,0.226,0.446,0.183,0.096,0.049,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n01/giuliani-op59n01#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.083,0.791,0.093,0.030,0.002,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n02/giuliani-op59n02#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.345,0.492,0.105,0.047,0.011,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n03/giuliani-op59n03#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.157,0.534,0.178,0.099,0.032,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n04/giuliani-op59n04#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,3,dummy-v0,0.494,0.362,0.101,0.032,0.010,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n05/giuliani-op59n05#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,3,dummy-v0,0.852,0.136,0.008,0.003,0.001,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n06/giuliani-op59n06#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.375,0.383,0.152,0.060,0.031,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n07/giuliani-op59n07#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.306,0.450,0.162,0.064,0.019,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n08/giuliani-op59n08#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.270,0.501,0.141,0.063,0.025,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n09/giuliani-op59n09#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.170,0.480,0.179,0.118,0.053,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n10/giuliani-op59n10#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.107,0.688,0.140,0.050,0.015,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n11/giuliani-op59n11#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.280,0.513,0.164,0.037,0.006,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n13/giuliani-op59n13#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.072,0.569,0.211,0.079,0.070,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n15/giuliani-op59n15#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.115,0.504,0.270,0.101,0.011,0.000
mutopia:ftp/GiulianiM/O59/giuliani-op59n16/giuliani-op59n16#movement01,mutopia,Mauro Giuliani,16 Studies for the Guitar,,,5,dummy-v0,0.065,0.676,0.181,0.064,0.014,0.000
mutopia:ftp/HoretzkyF/horetzky1/horetzky1#movement01,mutopia,Felix Horetzky,Nº. 1. March by Rossini.,,,8,dummy-v0,0.014,0.206,0.228,0.250,0.302,0.000
mutopia:ftp/HoretzkyF/horetzky1/horetzky1#movement02,mutopia,Felix Horetzky,Nº. 1. March by Rossini.,,,8,dummy-v0,0.014,0.206,0.228,0.250,0.302,0.000
mutopia:ftp/HoretzkyF/horetzky10/horetzky10#movement01,mutopia,Felix Horetzky,Nº. 10. Untitled.,,,6,dummy-v0,0.018,0.236,0.448,0.154,0.143,0.000
mutopia:ftp/HoretzkyF/horetzky10/horetzky10#movement02,mutopia,Felix Horetzky,Nº. 10. Untitled.,,,5,dummy-v0,0.035,0.482,0.400,0.053,0.030,0.000
mutopia:ftp/HoretzkyF/horetzky11/horetzky11#movement01,mutopia,Felix Horetzky,Nº. 11. German Air.,,,6,dummy-v0,0.005,0.271,0.277,0.178,0.269,0.000
mutopia:ftp/HoretzkyF/horetzky11/horetzky11#movement02,mutopia,Felix Horetzky,Nº. 11. German Air.,,,6,dummy-v0,0.005,0.271,0.277,0.178,0.269,0.000
mutopia:ftp/HoretzkyF/horetzky12/horetzky12#movement01,mutopia,Felix Horetzky,Nº. 12. Russian Hymn.,,,5,dummy-v0,0.009,0.409,0.406,0.103,0.073,0.000
mutopia:ftp/HoretzkyF/horetzky12/horetzky12#movement02,mutopia,Felix Horetzky,Nº. 12. Russian Hymn.,,,5,dummy-v0,0.009,0.409,0.406,0.103,0.073,0.000
mutopia:ftp/HoretzkyF/horetzky13/horetzky13#movement01,mutopia,Felix Horetzky,"Nº. 13. John Anderson, My Jo.",,,5,dummy-v0,0.004,0.432,0.259,0.147,0.157,0.001
mutopia:ftp/HoretzkyF/horetzky13/horetzky13#movement02,mutopia,Felix Horetzky,"Nº. 13. John Anderson, My Jo.",,,5,dummy-v0,0.004,0.432,0.259,0.147,0.157,0.001
mutopia:ftp/HoretzkyF/horetzky14/horetzky14#movement01,mutopia,Felix Horetzky,Nº. 14. Tyrolian Air.,,,5,dummy-v0,0.000,0.532,0.319,0.081,0.068,0.000
mutopia:ftp/HoretzkyF/horetzky14/horetzky14#movement02,mutopia,Felix Horetzky,Nº. 14. Tyrolian Air.,,,5,dummy-v0,0.000,0.532,0.319,0.081,0.068,0.000
mutopia:ftp/HoretzkyF/horetzky15/horetzky15#movement01,mutopia,Felix Horetzky,Nº. 15. Danish Air.,,,5,dummy-v0,0.271,0.346,0.253,0.060,0.069,0.000
mutopia:ftp/HoretzkyF/horetzky15/horetzky15#movement02,mutopia,Felix Horetzky,Nº. 15. Danish Air.,,,5,dummy-v0,0.271,0.346,0.253,0.060,0.069,0.000
mutopia:ftp/HoretzkyF/horetzky16/horetzky16#movement01,mutopia,Felix Horetzky,Nº. 16. Cherubini's Air.,,,5,dummy-v0,0.025,0.368,0.347,0.126,0.134,0.000
mutopia:ftp/HoretzkyF/horetzky16/horetzky16#movement02,mutopia,Felix Horetzky,Nº. 16. Cherubini's Air.,,,5,dummy-v0,0.025,0.368,0.347,0.126,0.134,0.000
mutopia:ftp/HoretzkyF/horetzky17/horetzky17#movement01,mutopia,Felix Horetzky,Nº. 17. Polish Hymn.,,,5,dummy-v0,0.125,0.449,0.308,0.055,0.063,0.000
mutopia:ftp/HoretzkyF/horetzky17/horetzky17#movement02,mutopia,Felix Horetzky,Nº. 17. Polish Hymn.,,,5,dummy-v0,0.125,0.449,0.308,0.055,0.063,0.000
mutopia:ftp/HoretzkyF/horetzky18/horetzky18#movement01,mutopia,Felix Horetzky,Nº. 18. Kelvin Grove.,,,6,dummy-v0,0.090,0.172,0.633,0.066,0.039,0.000
mutopia:ftp/HoretzkyF/horetzky18/horetzky18#movement02,mutopia,Felix Horetzky,Nº. 18. Kelvin Grove.,,,6,dummy-v0,0.090,0.172,0.633,0.066,0.039,0.000
mutopia:ftp/HoretzkyF/horetzky19/horetzky19#movement01,mutopia,Felix Horetzky,Nº. 19. Podolian Air.,,,5,dummy-v0,0.019,0.371,0.311,0.172,0.127,0.000
mutopia:ftp/HoretzkyF/horetzky19/horetzky19#movement02,mutopia,Felix Horetzky,Nº. 19. Podolian Air.,,,5,dummy-v0,0.019,0.371,0.311,0.172,0.127,0.000
mutopia:ftp/HoretzkyF/horetzky2/horetzky2#movement01,mutopia,Felix Horetzky,Nº. 2. Russian Air.,,,5,dummy-v0,0.005,0.457,0.347,0.131,0.060,0.000
mutopia:ftp/HoretzkyF/horetzky2/horetzky2#movement02,mutopia,Felix Horetzky,Nº. 2. Russian Air.,,,5,dummy-v0,0.003,0.522,0.313,0.120,0.042,0.000
mutopia:ftp/HoretzkyF/horetzky20/horetzky20#movement01,mutopia,Felix Horetzky,Nº. 20. Fra Tante Angoscie.,,,6,dummy-v0,0.006,0.269,0.579,0.120,0.027,0.000
mutopia:ftp/HoretzkyF/horetzky20/horetzky20#movement02,mutopia,Felix Horetzky,Nº. 20. Fra Tante Angoscie.,,,6,dummy-v0,0.006,0.269,0.579,0.120,0.027,0.000
mutopia:ftp/HoretzkyF/horetzky21/horetzky21#movement01,mutopia,Felix Horetzky,Nº. 21. Au Clair De la Lune.,,,5,dummy-v0,0.192,0.362,0.332,0.054,0.060,0.000
mutopia:ftp/HoretzkyF/horetzky21/horetzky21#movement02,mutopia,Felix Horetzky,Nº. 21. Au Clair De la Lune.,,,5,dummy-v0,0.192,0.362,0.332,0.054,0.060,0.000
mutopia:ftp/HoretzkyF/horetzky22/horetzky22#movement01,mutopia,Felix Horetzky,Nº. 22. Dutch Air.,,,5,dummy-v0,0.143,0.438,0.301,0.058,0.060,0.000
mutopia:ftp/HoretzkyF/horetzky22/horetzky22#movement02,mutopia,Felix Horetzky,Nº. 22. Dutch Air.,,,5,dummy-v0,0.143,0.438,0.301,0.058,0.060,0.000
mutopia:ftp/HoretzkyF/horetzky23/horetzky23#movement01,mutopia,Felix Horetzky,Nº. 23. Portuguese Hymn.,,,5,dummy-v0,0.079,0.489,0.321,0.055,0.056,0.000
mutopia:ftp/HoretzkyF/horetzky23/horetzky23#movement02,mutopia,Felix Horetzky,Nº. 23. Portuguese Hymn.,,,5,dummy-v0,0.079,0.489,0.321,0.055,0.056,0.000
mutopia:ftp/HoretzkyF/horetzky24/horetzky24#movement01,mutopia,Felix Horetzky,Nº. 24. Air by Gelinek.,,,5,dummy-v0,0.003,0.477,0.239,0.181,0.100,0.000
mutopia:ftp/HoretzkyF/horetzky24/horetzky24#movement02,mutopia,Felix Horetzky,Nº. 24. Air by Gelinek.,,,5,dummy-v0,0.003,0.477,0.239,0.181,0.100,0.000
mutopia:ftp/HoretzkyF/horetzky25/horetzky25#movement01,mutopia,Felix Horetzky,Nº. 25. Pyrenese Melody.,,,5,dummy-v0,0.002,0.387,0.338,0.164,0.108,0.000
mutopia:ftp/HoretzkyF/horetzky25/horetzky25#movement02,mutopia,Felix Horetzky,Nº. 25. Pyrenese Melody.,,,5,dummy-v0,0.002,0.387,0.338,0.164,0.108,0.000
mutopia:ftp/HoretzkyF/horetzky26/horetzky26#movement01,mutopia,Felix Horetzky,Nº. 26. Polish Air.,,,5,dummy-v0,0.134,0.280,0.247,0.091,0.247,0.000
mutopia:ftp/HoretzkyF/horetzky26/horetzky26#movement02,mutopia,Felix Horetzky,Nº. 26. Polish Air.,,,5,dummy-v0,0.134,0.280,0.247,0.091,0.247,0.000
mutopia:ftp/HoretzkyF/horetzky27/horetzky27#movement01,mutopia,Felix Horetzky,Nº. 27. Scotch Air.,,,5,dummy-v0,0.066,0.431,0.268,0.104,0.128,0.002
mutopia:ftp/HoretzkyF/horetzky27/horetzky27#movement02,mutopia,Felix Horetzky,Nº. 27. Scotch Air.,,,5,dummy-v0,0.066,0.431,0.268,0.104,0.128,0.002
mutopia:ftp/HoretzkyF/horetzky28/horetzky28#movement01,mutopia,Felix Horetzky,Nº. 28. Pleyel's Hymn.,,,5,dummy-v0,0.041,0.441,0.328,0.063,0.126,0.000
mutopia:ftp/HoretzkyF/horetzky28/horetzky28#movement02,mutopia,Felix Horetzky,Nº. 28. Pleyel's Hymn.,,,5,dummy-v0,0.041,0.441,0.328,0.063,0.126,0.000
mutopia:ftp/HoretzkyF/horetzky29/horetzky29#movement01,mutopia,Felix Horetzky,Nº. 29. Scotch Air. “Donald.”,,,5,dummy-v0,0.004,0.298,0.296,0.261,0.136,0.005
mutopia:ftp/HoretzkyF/horetzky29/horetzky29#movement02,mutopia,Felix Horetzky,Nº. 29. Scotch Air. “Donald.”,,,5,dummy-v0,0.004,0.298,0.296,0.261,0.136,0.005
mutopia:ftp/HoretzkyF/horetzky3/horetzky3#movement01,mutopia,Felix Horetzky,Nº. 3. Andante by Beethoven.,,,5,dummy-v0,0.003,0.275,0.269,0.235,0.218,0.000
mutopia:ftp/HoretzkyF/horetzky3/horetzky3#movement02,mutopia,Felix Horetzky,Nº. 3. Andante by Beethoven.,,,5,dummy-v0,0.003,0.275,0.269,0.235,0.218,0.000
mutopia:ftp/HoretzkyF/horetzky30/horetzky30#movement01,mutopia,Felix Horetzky,Nº. 30. Sicilian Mariner's Hymn,,,5,dummy-v0,0.036,0.495,0.261,0.077,0.130,0.000
mutopia:ftp/HoretzkyF/horetzky30/horetzky30#movement02,mutopia,Felix Horetzky,Nº. 30. Sicilian Mariner's Hymn,,,5,dummy-v0,0.036,0.495,0.261,0.077,0.130,0.000
mutopia:ftp/HoretzkyF/horetzky31/horetzky31#movement01,mutopia,Felix Horetzky,Nº. 31. Auld Lang Syne.,,,6,dummy-v0,0.014,0.371,0.389,0.070,0.155,0.000
mutopia:ftp/HoretzkyF/horetzky31/horetzky31#movement02,mutopia,Felix Horetzky,Nº. 31. Auld Lang Syne.,,,6,dummy-v0,0.014,0.371,0.389,0.070,0.155,0.000
mutopia:ftp/HoretzkyF/horetzky32/horetzky32#movement01,mutopia,Felix Horetzky,Nº. 32. German Air.,,,6,dummy-v0,0.085,0.175,0.297,0.158,0.285,0.000
mutopia:ftp/HoretzkyF/horetzky32/horetzky32#movement02,mutopia,Felix Horetzky,Nº. 32. German Air.,,,6,dummy-v0,0.085,0.175,0.297,0.158,0.285,0.000
mutopia:ftp/HoretzkyF/horetzky33/horetzky33#movement01,mutopia,Felix Horetzky,Nº. 33. Scots Wha Hae Wi' Wallace Bled.,,,5,dummy-v0,0.055,0.474,0.388,0.046,0.038,0.000
mutopia:ftp/HoretzkyF/horetzky33/horetzky33#movement02,mutopia,Felix Horetzky,Nº. 33. Scots Wha Hae Wi' Wallace Bled.,,,5,dummy-v0,0.055,0.474,0.388,0.046,0.038,0.000
mutopia:ftp/HoretzkyF/horetzky34/horetzky34#movement01,mutopia,Felix Horetzky,Nº. 34. Vive Henri Quatre.,,,5,dummy-v0,0.044,0.454,0.375,0.056,0.071,0.000
mutopia:ftp/HoretzkyF/horetzky34/horetzky34#movement02,mutopia,Felix Horetzky,Nº. 34. Vive Henri Quatre.,,,5,dummy-v0,0.044,0.454,0.375,0.056,0.071,0.000
mutopia:ftp/HoretzkyF/horetzky35/horetzky35#movement01,mutopia,Felix Horetzky,Nº. 35. Air from the Ballet of Nina.,,,8,dummy-v0,0.013,0.199,0.260,0.156,0.365,0.006
mutopia:ftp/HoretzkyF/horetzky35/horetzky35#movement02,mutopia,Felix Horetzky,Nº. 35. Air from the Ballet of Nina.,,,8,dummy-v0,0.013,0.199,0.260,0.156,0.365,0.006
mutopia:ftp/HoretzkyF/horetzky36/horetzky36#movement01,mutopia,Felix Horetzky,Nº. 36. Danish Air.,,,6,dummy-v0,0.016,0.166,0.404,0.173,0.241,0.000
mutopia:ftp/HoretzkyF/horetzky36/horetzky36#movement02,mutopia,Felix Horetzky,Nº. 36. Danish Air.,,,6,dummy-v0,0.016,0.166,0.404,0.173,0.241,0.000
mutopia:ftp/HoretzkyF/horetzky37/horetzky37#movement01,mutopia,Felix Horetzky,Nº. 37. Post Horn Waltz.,,,5,dummy-v0,0.004,0.637,0.281,0.046,0.032,0.000
mutopia:ftp/HoretzkyF/horetzky37/horetzky37#movement02,mutopia,Felix Horetzky,Nº. 37. Post Horn Waltz.,,,5,dummy-v0,0.004,0.637,0.281,0.046,0.032,0.000
mutopia:ftp/HoretzkyF/horetzky38/horetzky38#movement01,mutopia,Felix Horetzky,Nº. 38. Old German Air.,,,5,dummy-v0,0.054,0.360,0.318,0.098,0.169,0.000
mutopia:ftp/HoretzkyF/horetzky38/horetzky38#movement02,mutopia,Felix Horetzky,Nº. 38. Old German Air.,,,5,dummy-v0,0.054,0.360,0.318,0.098,0.169,0.000
mutopia:ftp/HoretzkyF/horetzky39/horetzky39#movement01,mutopia,Felix Horetzky,Nº. 39. Air.,,,5,dummy-v0,0.067,0.340,0.275,0.105,0.212,0.002
mutopia:ftp/HoretzkyF/horetzky39/horetzky39#movement02,mutopia,Felix Horetzky,Nº. 39. Air.,,,5,dummy-v0,0.067,0.340,0.275,0.105,0.212,0.002
mutopia:ftp/HoretzkyF/horetzky4/horetzky4#movement01,mutopia,Felix Horetzky,Nº. 4. The Last Rose of Summer.,,,5,dummy-v0,0.011,0.552,0.220,0.155,0.062,0.000
mutopia:ftp/HoretzkyF/horetzky4/horetzky4#movement02,mutopia,Felix Horetzky,Nº. 4. The Last Rose of Summer.,,,5,dummy-v0,0.011,0.552,0.220,0.155,0.062,0.000
mutopia:ftp/HoretzkyF/horetzky40/horetzky40#movement01,mutopia,Felix Horetzky,Nº. 40. Polish Air . Krakoviak.,,,5,dummy-v0,0.018,0.308,0.255,0.259,0.161,0.000
mutopia:ftp/HoretzkyF/horetzky40/horetzky40#movement02,mutopia,Felix Horetzky,Nº. 40. Polish Air . Krakoviak.,,,5,dummy-v0,0.018,0.308,0.255,0.259,0.161,0.000
mutopia:ftp/HoretzkyF/horetzky41/horetzky41#movement01,mutopia,Felix Horetzky,Nº. 41. Scotch Air.,,,6,dummy-v0,0.024,0.262,0.355,0.191,0.168,0.001
mutopia:ftp/HoretzkyF/horetzky41/horetzky41#movement02,mutopia,Felix Horetzky,Nº. 41. Scotch Air.,,,6,dummy-v0,0.024,0.262,0.355,0.191,0.168,0.001
mutopia:ftp/HoretzkyF/horetzky42/horetzky42#movement01,mutopia,Felix Horetzky,Nº. 42. Swedish Air.,,,5,dummy-v0,0.026,0.428,0.376,0.069,0.102,0.000
mutopia:ftp/HoretzkyF/horetzky42/horetzky42#movement02,mutopia,Felix Horetzky,Nº. 42. Swedish Air.,,,5,dummy-v0,0.026,0.428,0.376,0.069,0.102,0.000
mutopia:ftp/HoretzkyF/horetzky43/horetzky43#movement01,mutopia,Felix Horetzky,Nº. 43. Danish Air.,,,6,dummy-v0,0.015,0.235,0.458,0.144,0.147,0.000
mutopia:ftp/HoretzkyF/horetzky43/horetzky43#movement02,mutopia,Felix Horetzky,Nº. 43. Danish Air.,,,6,dummy-v0,0.015,0.235,0.458,0.144,0.147,0.000
mutopia:ftp/HoretzkyF/horetzky44/horetzky44#movement01,mutopia,Felix Horetzky,"Nº. 44. Il Pleut, Il Pleut, Bergère.",,,6,dummy-v0,0.136,0.239,0.323,0.080,0.221,0.001
mutopia:ftp/HoretzkyF/horetzky44/horetzky44#movement02,mutopia,Felix Horetzky,"Nº. 44. Il Pleut, Il Pleut, Bergère.",,,6,dummy-v0,0.136,0.239,0.323,0.080,0.221,0.001
mutopia:ftp/HoretzkyF/horetzky45/horetzky45#movement01,mutopia,Felix Horetzky,Nº. 45. Rule Britannia.,,,6,dummy-v0,0.047,0.262,0.534,0.084,0.073,0.000
mutopia:ftp/HoretzkyF/horetzky45/horetzky45#movement02,mutopia,Felix Horetzky,Nº. 45. Rule Britannia.,,,6,dummy-v0,0.047,0.262,0.534,0.084,0.073,0.000
mutopia:ftp/HoretzkyF/horetzky46/horetzky46#movement01,mutopia,Felix Horetzky,Nº. 46. “C'est L'Amour” a French Air.,,,6,dummy-v0,0.315,0.259,0.343,0.047,0.036,0.000
mutopia:ftp/HoretzkyF/horetzky46/horetzky46#movement02,mutopia,Felix Horetzky,Nº. 46. “C'est L'Amour” a French Air.,,,6,dummy-v0,0.315,0.259,0.343,0.047,0.036,0.000
mutopia:ftp/HoretzkyF/horetzky47/horetzky47#movement01,mutopia,Felix Horetzky,Nº. 47. Scotch Air.,,,5,dummy-v0,0.151,0.467,0.218,0.084,0.080,0.000
mutopia:ftp/HoretzkyF/horetzky47/horetzky47#movement02,mutopia,Felix Horetzky,Nº. 47. Scotch Air.,,,5,dummy-v0,0.151,0.467,0.218,0.084,0.080,0.000
mutopia:ftp/HoretzkyF/horetzky48/horetzky48#movement01,mutopia,Felix Horetzky,Nº. 48. An Alexis.,,,6,dummy-v0,0.139,0.255,0.281,0.105,0.219,0.000
mutopia:ftp/HoretzkyF/horetzky48/horetzky48#movement02,mutopia,Felix Horetzky,Nº. 48. An Alexis.,,,6,dummy-v0,0.139,0.255,0.281,0.105,0.219,0.000
mutopia:ftp/HoretzkyF/horetzky49/horetzky49#movement01,mutopia,Felix Horetzky,Nº. 49. March by Rossini.,,,6,dummy-v0,0.000,0.034,0.819,0.106,0.040,0.000
mutopia:ftp/HoretzkyF/horetzky49/horetzky49#movement02,mutopia,Felix Horetzky,Nº. 49. March by Rossini.,,,6,dummy-v0,0.000,0.034,0.819,0.106,0.040,0.000
